,COD_part,COD_sol,X_TSS_sew,NH4_sew,PO4_sew,H2O_sew
2024-07-08 13:25:00,-39349406.62179354,-7997666.156565791,-30897888.34587534,-2227198.170182878,-359388.79564314615,57283200000.00001
2024-07-08 13:30:00,-39552524.14633769,-7981621.395727956,-31017832.171994504,-2222730.0089368983,-358667.7968966358,57283200000.00001
2024-07-08 13:35:00,-39746079.277581066,-7965159.999932448,-31130122.83751749,-2218145.8227659976,-357928.07594633143,57283200000.00001
2024-07-08 13:40:00,-39930586.97437316,-7948292.229765975,-31235151.63880782,-2213448.4690487524,-357170.09386923036,57283200000.00001
2024-07-08 13:45:00,-40106436.712740496,-7931035.578925355,-31333231.186257057,-2208642.819447567,-356394.6367744937,57283200000.00001
2024-07-08 13:50:00,-40273997.67805395,-7913406.629732756,-31424657.80409439,-2203733.4918243117,-355602.4498171047,57283200000.00001
2024-07-08 13:55:00,-40433620.002289385,-7895421.108708463,-31509712.523465823,-2198724.865716281,-354794.2396951269,57283200000.00001
2024-07-08 14:00:00,-40617851.13524129,-7868064.233792163,-31600201.402783632,-2191106.4954864252,-353564.91177167295,57283200000.00001
2024-07-08 14:05:00,-40793701.56309749,-7840721.3819306865,-31684465.82710253,-2183492.030411077,-352336.2139981509,57283200000.00001
2024-07-08 14:10:00,-40558024.73423255,-7869766.5833443105,-31427580.55809117,-2191580.567513605,-353641.409757877,57283200000.00001
2024-07-08 14:15:00,-40339589.55140449,-7897376.255443276,-31187790.348379817,-2199269.3369588866,-354882.0975547292,57283200000.00001
2024-07-08 14:20:00,-40137601.434757546,-7923627.31868327,-30964280.85723841,-2206579.7596333157,-356061.7339408302,57283200000.00001
2024-07-08 14:25:00,-39951269.5890379,-7948600.146826015,-30756232.213341717,-2213534.218103447,-357183.9306485106,57283200000.00001
2024-07-08 14:30:00,-39780170.30157588,-7972329.333320234,-30563225.992858667,-2220142.3459879127,-358250.24219350395,57283200000.00001
2024-07-08 14:35:00,-39624065.25821612,-7994823.587744063,-30385053.330874246,-2226406.5687388517,-359261.05995558744,57283200000.00001
2024-07-08 14:40:00,-39482363.01975233,-8016142.331666934,-30221102.742572263,-2232343.434135095,-360219.05414452654,57283200000.00001
2024-07-08 14:45:00,-39354679.82856846,-8036316.886148237,-30070995.285855584,-2237961.6644969764,-361125.6322256485,57283200000.00001
2024-07-08 14:50:00,-39240643.79579221,-8055377.603558754,-29934363.73843791,-2243269.71238345,-361982.1581346022,57283200000.00001
2024-07-08 14:55:00,-39139894.48383289,-8073353.901652592,-29810852.185619973,-2248275.770080468,-362789.9538084392,57283200000.00001
2024-07-08 15:00:00,-39056142.679515176,-8087220.710339647,-29701122.212497924,-2252137.4130059774,-363413.08255323727,57283200000.00001
2024-07-08 15:05:00,-38984888.14897139,-8100138.615671631,-29603810.776229676,-2255734.804364251,-363993.57070423145,57283200000.00001
2024-07-08 15:10:00,-38932913.993550666,-8110689.264409215,-29528847.43117878,-2258672.959708895,-364467.6821348444,57283200000.00001
2024-07-08 15:15:00,-38891286.4556978,-8120463.96026817,-29464131.434154753,-2261395.026910123,-364906.92479686067,57283200000.00001
2024-07-08 15:20:00,-38859710.13782537,-8129492.650191723,-29409342.707116656,-2263909.3456230117,-365312.64440734946,57283200000.00001
2024-07-08 15:25:00,-38837923.05570893,-8137805.539899727,-29364184.504198685,-2266224.327567013,-365686.1983119497,57283200000.00001
2024-07-08 15:30:00,-38825735.71758483,-8145416.48524862,-29328470.405843087,-2268343.831335059,-366028.209147248,57283200000.00001
2024-07-08 15:35:00,-38822965.81020608,-8152331.260628904,-29302047.733213004,-2270269.4649852654,-366338.93639534945,57283200000.00001
2024-07-08 15:40:00,-38829418.42975531,-8158571.903103924,-29284697.25569373,-2272007.365421346,-366619.37032935343,57283200000.00001
2024-07-08 15:45:00,-38844916.64558841,-8164151.345655068,-29276244.926699433,-2273561.1342330575,-366870.09211487963,57283200000.00001
2024-07-08 15:50:00,-38869287.28238768,-8169082.246763136,-29276520.393757027,-2274934.29656695,-367091.6705823941,57283200000.00001
2024-07-08 15:55:00,-38902360.83282572,-8173376.996792288,-29285356.91259358,-2276130.302904182,-367284.66251408384,57283200000.00001
2024-07-08 16:00:00,-38940158.965051636,-8177047.72421261,-29301266.323609263,-2277152.530793386,-367449.6129234781,57283200000.00001
2024-07-08 16:05:00,-38986396.31549237,-8180106.301665707,-29325436.25891784,-2278004.286539818,-367587.055328016,57283200000.00001
2024-07-08 16:10:00,-39037149.94526293,-8182394.697781595,-29355482.35992976,-2278641.5614075344,-367689.8883180338,57283200000.00001
2024-07-08 16:15:00,-39095555.99019984,-8184138.112667801,-29392985.636840075,-2279127.0693505285,-367768.23164519866,57283200000.00001
2024-07-08 16:20:00,-39161498.12502502,-8185345.7745493855,-29437829.62806571,-2279463.3802542607,-367822.49999557366,57283200000.00001
2024-07-08 16:25:00,-39234869.90746861,-8186026.532992109,-29489906.433485325,-2279652.9585547657,-367853.09103951865,57283200000.00001
2024-07-08 16:30:00,-39315553.9924789,-8186188.709993788,-29549101.816866055,-2279698.1217704224,-367860.378740227,57283200000.00001
2024-07-08 16:35:00,-39403421.68146656,-8185840.540629654,-29615293.4230487,-2279601.163213322,-367844.7331548767,57283200000.00001
2024-07-08 16:40:00,-39498372.167687446,-8184990.090796526,-29688380.1009882,-2279364.3290825775,-367806.5167383247,57283200000.00001
2024-07-08 16:45:00,-39600293.966918625,-8183645.2664595125,-29768253.321286988,-2278989.8210393586,-367746.0847586234,57283200000.00001
2024-07-08 16:50:00,-39709077.460043065,-8181813.841318706,-29854806.370219816,-2278479.803911539,-367663.78654027067,57283200000.00001
2024-07-08 16:55:00,-39824614.860004775,-8179503.459152579,-29947934.31756475,-2277836.406346289,-367559.96556951443,57283200000.00001
2024-07-08 17:00:00,-39930462.2323041,-8176721.636117558,-30040321.455615647,-2277061.72145046,-367434.9595976875,57283200000.00001
2024-07-08 17:05:00,-40043093.05708553,-8173475.763004612,-30139184.697377335,-2276157.807419007,-367289.1007426122,57283200000.00001
2024-07-08 17:10:00,-40162401.0964818,-8169773.107453737,-30244422.618472148,-2275126.6881516753,-367122.715588111,57283200000.00001
2024-07-08 17:15:00,-40288561.97223314,-8165611.577067288,-30356183.60464924,-2273967.780955449,-366935.7101087198,57283200000.00001
2024-07-08 17:20:00,-40421370.12089166,-8161000.79302704,-30474280.03597054,-2272683.7651467724,-366728.51664868335,57283200000.00001
2024-07-08 17:25:00,-40560556.46039836,-8155953.255390253,-30598466.501129143,-2271278.121754249,-366501.6969194353,57283200000.00001
2024-07-08 17:30:00,-40696246.606304236,-8150475.839326471,-30718873.15170805,-2269752.7653820575,-366255.5598684681,57283200000.00001
2024-07-08 17:35:00,-40828615.44210109,-8144569.954898978,-30835665.221038572,-2268108.088706047,-365990.16885938455,57283200000.00001
2024-07-08 17:40:00,-40957590.800170235,-8138247.3729711315,-30948789.17838961,-2266347.369688165,-365706.0528360446,57283200000.00001
2024-07-08 17:45:00,-41083226.05731366,-8131514.64787502,-31058302.720349297,-2264472.43358545,-365403.50632856105,57283200000.00001
2024-07-08 17:50:00,-41205573.6953921,-8124378.224049633,-31164262.576136917,-2262485.0750517985,-365082.8189288127,57283200000.00001
2024-07-08 17:55:00,-41324685.317256406,-8116844.437997135,-31266724.524823535,-2260387.0586827486,-364744.2753783524,57283200000.00001
2024-07-08 18:00:00,-41420393.72468376,-8112930.20795715,-31358588.580201015,-2259297.019937436,-364568.3827626315,57283200000.00001
2024-07-08 18:05:00,-41513281.82370127,-8108552.726232965,-31447168.054382965,-2258077.974393992,-364371.6731408485,57283200000.00001
2024-07-08 18:10:00,-41603393.742832966,-8103719.241185436,-31532514.340231147,-2256731.9405832887,-364154.472230485,57283200000.00001
2024-07-08 18:15:00,-41690934.18915859,-8098427.128278091,-31614829.65943685,-2255258.1876217504,-363916.66209350945,57283200000.00001
2024-07-08 18:20:00,-41775865.885476016,-8092686.481444983,-31694086.786141235,-2253659.526478353,-363658.6963180975,57283200000.00001
2024-07-08 18:25:00,-41858135.20229885,-8086510.07030654,-31770244.802348044,-2251939.513249926,-363381.14872896497,57283200000.00001
2024-07-08 18:30:00,-41937783.93551802,-8079904.735794874,-31843352.360056225,-2250100.0530061703,-363084.3267350864,57283200000.00001
2024-07-08 18:35:00,-42014911.192600325,-8072871.914321624,-31913510.065655038,-2248141.5457604555,-362768.29488407326,57283200000.00001
2024-07-08 18:40:00,-42089495.90574125,-8065423.344602705,-31980708.555159673,-2246067.260522275,-362433.58067518513,57283200000.00001
2024-07-08 18:45:00,-42161577.937356226,-8057565.544806401,-32044994.22363898,-2243879.0124777346,-362080.47701345244,57283200000.00001
2024-07-08 18:50:00,-42231196.48211073,-8049304.92391277,-32106412.688981056,-2241578.5864060903,-361709.27189734625,57283200000.00001
2024-07-08 18:55:00,-42298390.07882117,-8040647.783659627,-32165008.80574428,-2239167.7372216703,-361320.24850622396,57283200000.00001
2024-07-08 19:00:00,-42354618.03522207,-8032535.305550569,-32217667.528805237,-2236908.566102693,-360955.7004392979,57283200000.00001
2024-07-08 19:05:00,-42408625.65366915,-8024020.153972545,-32267637.257691264,-2234537.258068307,-360573.05755193107,57283200000.00001
2024-07-08 19:10:00,-42464262.71026052,-8014452.535379794,-32318443.840147678,-2231872.8579538697,-360143.12026073784,57283200000.00001
2024-07-08 19:15:00,-42517426.98030721,-8004495.599967462,-32366305.556968186,-2229100.0404972704,-359695.68835296837,57283200000.00001
2024-07-08 19:20:00,-42648356.51288229,-8009207.474237728,-32472340.0152498,-2230412.208015573,-359907.42447523994,57391076475.20891
2024-07-08 19:25:00,-42824384.0122656,-8022343.062848935,-32611724.069247022,-2234070.2200338836,-360497.69459637644,57562447920.725136
2024-07-08 19:30:00,-42996098.67094366,-8034602.090136373,-32746852.752659507,-2237484.126367094,-361048.57493650814,57730722393.679474
2024-07-08 19:35:00,-43163538.343346335,-8046002.007889929,-32877762.43242113,-2240658.787007325,-361560.8497216363,57895954310.370346
2024-07-08 19:40:00,-43326396.831894964,-8056479.3316524485,-33004230.726757742,-2243576.522738659,-362031.6661691924,58057684909.81086
2024-07-08 19:45:00,-43485119.093108356,-8066119.10385185,-33126605.600251827,-2246261.0162625434,-362464.8458060011,58216489522.27114
2024-07-08 19:50:00,-43639762.50162415,-8074933.882163148,-33244939.868641566,-2248715.7646530317,-362860.952932648,58372422801.999886
2024-07-08 19:55:00,-43790382.56750364,-8082935.822597606,-33359284.961901877,-2250944.15312845,-363220.5338002724,58525536665.4278
2024-07-08 20:00:00,-43932589.82403883,-8086370.547947914,-33466298.341350723,-2251900.6589222066,-363374.8790533559,58675882090.180695
2024-07-08 20:05:00,-44070910.22743202,-8089077.942913403,-33569460.9197038,-2252654.617013862,-363496.54047269106,58823509132.16097
2024-07-08 20:10:00,-43948489.840231046,-8127046.051347267,-33446695.16516887,-2263228.0142992414,-365202.7023073774,58968466942.21484
2024-07-08 20:15:00,-43702338.34599179,-8141275.144201937,-33230183.92609644,-2267190.5464866185,-365842.11091034045,58943027287.92219
2024-07-08 20:20:00,-43456139.587217286,-8154583.146122898,-33014082.285053484,-2270896.5723380246,-366440.12871818105,58912869351.001144
2024-07-08 20:25:00,-43211209.98934894,-8167372.231015475,-32799314.575137027,-2274458.0896498817,-367014.8281025943,58880569351.81083
2024-07-08 20:30:00,-42969525.21819938,-8180020.698658941,-32587378.03603603,-2277980.4477278087,-367583.2086106235,58848844266.022224
2024-07-08 20:35:00,-42731436.03380782,-8192500.913881688,-32378584.785099175,-2281455.950701232,-368144.0284086077,58817692798.23974
2024-07-08 20:40:00,-42495130.82112032,-8204583.0330860205,-32171504.74580352,-2284820.591492312,-368686.9590817138,58785220742.8221
2024-07-08 20:45:00,-42261960.497045115,-8216534.252919664,-31967157.535090182,-2288148.779294086,-369224.0075679092,58753329395.78974
2024-07-08 20:50:00,-42031885.2136152,-8228356.883549347,-31765508.09999786,-2291441.1574441246,-369755.2776784836,58722014673.08374
2024-07-08 20:55:00,-41804861.08330384,-8240052.307561657,-31566518.401474938,-2294698.11096654,-370280.8315423279,58691266149.2017
2024-07-08 21:00:00,-41584906.10013557,-8248268.226481369,-31370858.523564044,-2296986.0883872192,-370650.0278988466,58661073586.752235
2024-07-08 21:05:00,-41367864.89219054,-8256402.322187395,-31177775.08860341,-2299251.2795964926,-371015.5473894339,58631426933.44306
2024-07-08 21:10:00,-41200688.333325796,-8261506.089846654,-31029718.161755715,-2300672.5819826154,-371244.89391083096,58602316318.738045
2024-07-08 21:15:00,-40858809.461996436,-8231088.573720534,-30750367.765329674,-2292201.881289265,-369878.030844404,58322067308.70803
2024-07-08 21:20:00,-40521369.86096717,-8200939.15976454,-30474717.464669317,-2283805.841959748,-368523.21540714096,58044771914.124054
2024-07-08 21:25:00,-40189126.81445838,-8171255.982012361,-30203311.055554073,-2275539.640560407,-367189.3510904292,57771757318.454155
2024-07-08 21:30:00,-39862495.40248591,-8142133.873549561,-29936454.496507235,-2267429.686304944,-365880.6993810249,57503676594.496574
2024-07-08 21:35:00,-39571000.84893916,-8119618.076452647,-29696312.678225514,-2261159.4643285885,-364868.9135621131,57283200000.00001
2024-07-08 21:40:00,-39433201.03878725,-8128266.512731478,-29571725.72034877,-2263567.8896214264,-365257.54582527553,57283200000.00001
2024-07-08 21:45:00,-39296255.328603,-8136861.34495136,-29447910.967575774,-2265961.387201647,-365643.7692984474,57283200000.00001
2024-07-08 21:50:00,-39160161.08026435,-8145402.738683137,-29324866.03473921,-2268340.003177585,-366027.5914218374,57283200000.00001
2024-07-08 21:55:00,-39024915.655543484,-8153890.85950429,-29202588.53657614,-2270703.7836594246,-366409.0196359525,57283200000.00001
2024-07-08 22:00:00,-38898640.83460084,-8160623.408646023,-29084362.490434326,-2272578.6707621855,-366711.5582366253,57283200000.00001
2024-07-08 22:05:00,-38773158.56819247,-8167313.701443144,-28966878.481289573,-2274441.7902753083,-367012.1979762427,57283200000.00001
2024-07-08 22:10:00,-38702279.64391489,-8171092.727516983,-28900517.38958842,-2275494.177283213,-367182.01497070014,57283200000.00001
2024-07-08 22:15:00,-38631263.2646508,-8174879.082228825,-28834027.604300857,-2276548.6051776507,-367352.1612900299,57283200000.00001
2024-07-08 22:20:00,-38560108.14283992,-8178672.834227058,-28767407.91993591,-2277605.093075893,-367522.64001906436,57283200000.00001
2024-07-08 22:25:00,-38488812.96915458,-8182474.053320632,-28700657.110622626,-2278663.660418407,-367693.45429478824,57283200000.00001
2024-07-08 22:30:00,-38417376.411965124,-8186282.810507567,-28633773.92960962,-2279724.326976794,-367864.6073076189,57283200000.00001
2024-07-08 22:35:00,-38345797.11678805,-8190099.17800437,-28566757.10874834,-2280787.1128619798,-368036.1023027283,57283200000.00001
2024-07-08 22:40:00,-38274073.70571618,-8193923.229276424,-28499605.35795961,-2281852.038532678,-368207.9425814092,57283200000.00001
2024-07-08 22:45:00,-38202204.77683015,-8197755.039069357,-28432317.364682615,-2282919.124804128,-368380.13150248403,57283200000.00001
2024-07-08 22:50:00,-38130188.90359041,-8201594.683441463,-28364891.793305624,-2283988.39285712,-368552.6724837622,57283200000.00001
2024-07-08 22:55:00,-38058024.63420895,-8205442.239797204,-28297327.28457779,-2285059.8642473263,-368725.5690035455,57283200000.00001
2024-07-08 23:00:00,-37986042.964156166,-8209297.786921823,-28229954.92815745,-2286133.560914942,-368898.8246021835,57283200000.00001
2024-07-08 23:05:00,-37913910.612000085,-8213161.405017145,-28162441.538494032,-2287209.5051946514,-369072.4428836821,57283200000.00001
2024-07-08 23:10:00,-37855411.16353065,-8216294.805231016,-28107688.0757057,-2288082.0976592735,-369213.2475768371,57283200000.00001
2024-07-08 23:15:00,-37796653.41673431,-8219442.040652806,-28052692.854606822,-2288958.5429666075,-369354.67397870234,57283200000.00001
2024-07-08 23:20:00,-37737633.81370676,-8222603.301854196,-27997452.545121867,-2289838.8941872474,-369496.730652942,57283200000.00001
2024-07-08 23:25:00,-37678348.71361088,-8225778.783848985,-27941963.73955308,-2290723.2056288347,-369639.42636283435,57283200000.00001
2024-07-08 23:30:00,-37618794.38993784,-8228968.6862397995,-27886222.950016923,-2291611.5328769097,-369782.7700778646,57283200000.00001
2024-07-08 23:35:00,-37558967.027650625,-8232173.213371095,-27830226.60577056,-2292503.9328375235,-369926.7709806,57283200000.00001
2024-07-08 23:40:00,-37498862.720203735,-8235392.57448878,-27773971.050422367,-2293400.4637816893,-370071.4384738631,57283200000.00001
2024-07-08 23:45:00,-37438477.46643248,-8238626.983906851,-27717452.53902041,-2294301.185391785,-370216.78218821937,57283200000.00001
2024-07-08 23:50:00,-37377807.167304754,-8241876.6611813605,-27660667.235012252,-2295206.1588100023,-370362.8119897954,57283200000.00001
2024-07-08 23:55:00,-37316847.62252779,-8245141.831292176,-27603611.207068972,-2296115.4466889636,-370509.537988446,57283200000.00001
2024-07-09 00:00:00,-37240862.36157711,-8249373.575379139,-27536877.236028977,-2297293.9070676113,-370699.69864045514,57283200000.00001
2024-07-09 00:05:00,-37164507.47196219,-8253625.9046940105,-27469818.63902514,-2298478.1000413727,-370890.7843248575,57283200000.00001
2024-07-09 00:10:00,-37087777.33911237,-8257899.131921456,-27402430.48506701,-2299668.112686991,-371082.8090926733,57283200000.00001
2024-07-09 00:15:00,-37010666.20399727,-8262193.577791349,-27334707.71629253,-2300864.0343216443,-371275.78735644696,57283200000.00001
2024-07-09 00:20:00,-36933168.15785539,-8266509.571372327,-27266645.14333849,-2302065.956584702,-371469.7339034403,57283200000.00001
2024-07-09 00:25:00,-36855277.13667246,-8270847.450379314,-27198237.4404911,-2303273.973523356,-371664.6639094504,57283200000.00001
2024-07-09 00:30:00,-36776986.91539487,-8275207.561495777,-27129479.14060392,-2304488.1816823715,-371860.59295329155,57283200000.00001
2024-07-09 00:35:00,-36698291.10186228,-8279590.2607116345,-27060364.629769232,-2305708.68019818,-372057.5370319789,57283200000.00001
2024-07-09 00:40:00,-36619183.130442776,-8283995.913677719,-26990888.14172812,-2306935.570897596,-372255.5125766574,57283200000.00001
2024-07-09 00:45:00,-36539656.25535247,-8288424.896077827,-26921043.752003364,-2308168.958401423,-372454.5364693205,57283200000.00001
2024-07-09 00:50:00,-36459703.54364008,-8292877.594019406,-26850825.3717382,-2309408.9502332555,-372654.6260603662,57283200000.00001
2024-07-09 00:55:00,-36379317.86781586,-8297354.404444081,-26780226.741222672,-2310655.656933798,-372855.79918704473,57283200000.00001
2024-07-09 01:00:00,-36295295.25193754,-8301314.975287182,-26707495.931070726,-2311758.60071289,-373033.77420594357,57283200000.00001
2024-07-09 01:05:00,-36210807.09023113,-8305297.490546243,-26634362.139829885,-2312867.65559516,-373212.7353346735,57283200000.00001
2024-07-09 01:10:00,-36125845.31658722,-8309302.330433156,-26560818.385395765,-2313982.927462402,-373392.69965870574,57283200000.00001
2024-07-09 01:15:00,-36040401.62782463,-8313329.886334656,-26486857.480452362,-2315104.5253083888,-373573.68476567173,57283200000.00001
2024-07-09 01:20:00,-35954467.4737938,-8317380.561278815,-26412472.023905348,-2316232.561368788,-373755.708766327,57283200000.00001
2024-07-09 01:25:00,-35868034.046941645,-8321454.770426929,-26337654.39184936,-2317367.1512581366,-373938.7903166537,57283200000.00001
2024-07-09 01:30:00,-35781092.27130181,-8325552.941592479,-26262396.728037868,-2318508.414114366,-374122.9486411816,57283200000.00001
2024-07-09 01:35:00,-35693632.79087109,-8329675.515789032,-26186690.933821626,-2319656.4727513804,-374308.2035576089,57283200000.00001
2024-07-09 01:40:00,-35605645.95732957,-8333822.947809073,-26110528.657519188,-2320811.4538202533,-374494.5755028133,57283200000.00001
2024-07-09 01:45:00,-35517121.81705866,-8337995.706835943,-26033901.283179514,-2321973.487979635,-374682.08556034986,57283200000.00001
2024-07-09 01:50:00,-35428050.09740722,-8342194.27709121,-25956799.918693822,-2323142.7100760387,-374870.7554895422,57283200000.00001
2024-07-09 01:55:00,-35338420.192151815,-8346419.1585200215,-25879215.383209858,-2324319.2593346955,-375060.60775628,57283200000.00001
2024-07-09 02:00:00,-35242348.79245349,-8350043.954088195,-25798102.821815487,-2325328.6960751996,-375223.49413940683,57283200000.00001
2024-07-09 02:05:00,-35145659.14086416,-8353692.07643959,-25716468.27370474,-2326344.628881917,-375387.42875139986,57283200000.00001
2024-07-09 02:10:00,-35048338.77230979,-8357363.99588426,-25634301.214683253,-2327367.1887272685,-375552.43272644514,57283200000.00001
2024-07-09 02:15:00,-34950374.794564776,-8361060.198848784,-25551590.759914916,-2328396.511071819,-375718.5279229523,57283200000.00001
2024-07-09 02:20:00,-34851753.86741998,-8364781.188662257,-25468325.646333557,-2329432.736083166,-375885.7369588742,57283200000.00001
2024-07-09 02:25:00,-34752462.180524126,-8368527.486392351,-25384494.213934526,-2330476.0088687614,-376054.0832492771,57283200000.00001
2024-07-09 02:30:00,-34652485.42979364,-8372299.631735358,-25300084.385857698,-2331526.479723776,-376223.59104633634,57283200000.00001
2024-07-09 02:35:00,-34551808.79227629,-8376098.183964612,-25215083.64716494,-2332584.304395214,-376394.2854819547,57283200000.00001
2024-07-09 02:40:00,-34450416.89934263,-8379923.722941963,-25129479.022205826,-2333649.644363591,-376566.1926132155,57283200000.00001
2024-07-09 02:45:00,-34348293.80806728,-8383776.850197583,-25043257.050454963,-2334722.667143638,-376739.33947090467,57283200000.00001
2024-07-09 02:50:00,-34245422.9706481,-8387658.190083776,-24956403.76069283,-2335803.546605615,-376913.7541113602,57283200000.00001
2024-07-09 02:55:00,-34141787.20169631,-8391568.391009133,-24868904.643388916,-2336892.463319006,-377089.46567193005,57283200000.00001
2024-07-09 03:00:00,-34028891.971430235,-8396253.847328844,-24777134.01204827,-2338197.273939685,-377300.0146584487,57283200000.00001
2024-07-09 03:05:00,-33915130.329472885,-8400975.262068804,-24684659.089235585,-2339512.098297649,-377512.17949802935,57283200000.00001
2024-07-09 03:10:00,-33773590.11858019,-8406849.562285539,-24569603.43557247,-2341147.979370664,-377776.1512166295,57283200000.00001
2024-07-09 03:15:00,-33631510.23205387,-8412746.260495549,-24454109.088675793,-2342790.097859528,-378041.1294273325,57283200000.00001
2024-07-09 03:20:00,-33488880.65903829,-8418665.772176318,-24338167.910889644,-2344438.569466831,-378307.1328003292,57283200000.00001
2024-07-09 03:25:00,-33345691.05105379,-8424608.52681765,-24221771.490109168,-2346093.513797329,-378574.1806354777,57283200000.00001
2024-07-09 03:30:00,-33201930.705331154,-8430574.968613304,-24104911.126233537,-2347755.0545505504,-378842.2928933838,57283200000.00001
2024-07-09 03:35:00,-33057588.54705503,-8436565.557197975,-23987577.816731863,-2349423.319726028,-379111.4902285177,57283200000.00001
2024-07-09 03:40:00,-32912653.11042652,-8442580.76843321,-23869762.241249323,-2351098.4418421695,-379381.79402453144,57283200000.00001
2024-07-09 03:45:00,-32767112.51844655,-8448621.095246485,-23751454.745173402,-2352780.5581699177,-379653.2264319634,57283200000.00001
2024-07-09 03:50:00,-32620954.461311616,-8454687.048527818,-23632645.322072133,-2354469.8109824415,-379925.81040852977,57283200000.00001
2024-07-09 03:55:00,-32474166.173302323,-8460779.158088975,-23513323.594907243,-2356166.347822257,-380199.56976222724,57283200000.00001
2024-07-09 04:00:00,-32309793.679975215,-8464680.380456926,-23384531.228278708,-2357252.764177889,-380374.87785597687,57283200000.00001
2024-07-09 04:05:00,-32144688.436328225,-8468598.993945984,-23255164.72271772,-2358344.023630538,-380550.9674494726,57283200000.00001
2024-07-09 04:10:00,-31885380.44539232,-8474753.418655079,-23051986.629094336,-2360057.914055855,-380827.5270408305,57283200000.00001
2024-07-09 04:15:00,-31627917.5596263,-8480864.051575083,-22850254.248538252,-2361759.6092994,-381102.11877331167,57283200000.00001
2024-07-09 04:20:00,-31372664.15741311,-8486922.244537016,-22650253.08596174,-2363446.7010103175,-381374.3540266644,57283200000.00001
2024-07-09 04:25:00,-31120080.53543109,-8492917.072843805,-22452343.802065127,-2365116.146867904,-381643.74188095675,57283200000.00001
2024-07-09 04:30:00,-30870165.589113418,-8498848.562711272,-22256525.53137648,-2366767.9541727677,-381910.2835142416,57283200000.00001
2024-07-09 04:35:00,-30622618.9944183,-8504723.84204048,-22062562.958099876,-2368404.107910014,-382174.2992309338,57283200000.00001
2024-07-09 04:40:00,-30377754.86102395,-8510535.455741601,-21870702.199624047,-2370022.531978681,-382435.4540238322,57283200000.00001
2024-07-09 04:45:00,-30135571.831813704,-8516283.436024489,-21680942.192594275,-2371623.2353485986,-382693.7493403417,57283200000.00001
2024-07-09 04:50:00,-29896068.536042213,-8521967.81542246,-21493281.862977218,-2373206.2270796797,-382949.1866424025,57283200000.00001
2024-07-09 04:55:00,-29659243.589051753,-8527588.626799032,-21307720.125838645,-2374771.5163237876,-383201.7674067926,57283200000.00001
2024-07-09 05:00:00,-29397187.867736578,-8527149.411382444,-21108758.622105177,-2374649.2031698017,-383182.03051149036,57283200000.00001
2024-07-09 05:05:00,-29138126.57587966,-8526715.214744212,-20912070.589772556,-2374528.287650294,-383162.5191435699,57283200000.00001
2024-07-09 05:10:00,-28791983.074893273,-8526135.064991247,-20649266.819955263,-2374366.726959594,-383136.44912302523,57283200000.00001
2024-07-09 05:15:00,-28454011.293204814,-8525568.611352518,-20392667.293844018,-2374208.9803766566,-383110.99456077855,57283200000.00001
2024-07-09 05:20:00,-28124730.88918441,-8525016.72479534,-20142666.553524107,-2374055.2904493413,-383086.19459523435,57283200000.00001
2024-07-09 05:25:00,-27804787.186907552,-8524480.486907557,-19899754.550704308,-2373905.958379325,-383062.0978293909,57283200000.00001
2024-07-09 05:30:00,-27493939.21396958,-8523959.493810195,-19663748.331042893,-2373760.871693984,-383038.6861142564,57283200000.00001
2024-07-09 05:35:00,-27191425.23006714,-8523452.468797361,-19434069.55572151,-2373619.674854967,-383015.9020788695,57283200000.00001
2024-07-09 05:40:00,-26897589.766830128,-8522959.98931725,-19210979.80472331,-2373482.5286706313,-382993.7716718519,57283200000.00001
2024-07-09 05:45:00,-26612205.63695341,-8522481.674595244,-18994306.589817047,-2373349.3271024777,-382972.27778244525,57283200000.00001
2024-07-09 05:50:00,-26335051.027298745,-8522017.152864035,-18783881.50301945,-2373219.966620369,-382951.4037046505,57283200000.00001
2024-07-09 05:55:00,-26065909.385396548,-8521566.0611734,-18579540.130423527,-2373094.3461495587,-382931.13312867883,57283200000.00001
2024-07-09 06:00:00,-25772574.94809557,-8515409.596251436,-18364473.318779312,-2371379.887563695,-382654.4818568691,57283200000.00001
2024-07-09 06:05:00,-25487765.548864428,-8509432.053716896,-18155656.89073715,-2369715.2554654684,-382385.87076829164,57283200000.00001
2024-07-09 06:10:00,-25164412.779681817,-8502645.567959515,-17918581.251939658,-2367825.3480393626,-382080.9084336245,57283200000.00001
2024-07-09 06:15:00,-24853649.821319528,-8496123.315510035,-17690736.205012806,-2366009.0245724185,-381787.8198741858,57283200000.00001
2024-07-09 06:20:00,-24555110.100921635,-8489857.602785155,-17471852.98623392,-2364264.142547768,-381506.2593656627,57283200000.00001
2024-07-09 06:25:00,-24268470.31460161,-8483841.644325059,-17261694.55580397,-2362588.812343691,-381235.921991823,57283200000.00001
2024-07-09 06:30:00,-23993222.046772532,-8478064.7695697,-17059888.15381014,-2360980.0624118196,-380976.3282528164,57283200000.00001
2024-07-09 06:35:00,-23728763.58663002,-8472514.349891178,-16865992.618193805,-2359434.3759190664,-380726.91065966757,57283200000.00001
2024-07-09 06:40:00,-23474761.290188454,-8467183.382813023,-16679763.328006694,-2357949.8028086936,-380487.3545441302,57283200000.00001
2024-07-09 06:45:00,-23230771.88720978,-8462062.565037278,-16500875.286573771,-2356523.752288866,-380257.24184661254,57283200000.00001
2024-07-09 06:50:00,-22996372.157214016,-8457143.014067693,-16329018.197292672,-2355153.750753032,-380036.1734169666,57283200000.00001
